a,b,c
2.9999740788100198,29.99958890390418,7162.866718877039
2.9737270262119537,29.58687144479868,7154.273822682212
2.9468047503331514,29.170826048002354,7145.29428416183
2.919168591614131,28.751312790749814,7135.896229003556
2.8907762875721206,28.328181153441147,7126.043961021345
2.861581500543345,27.901268828794542,7115.697352264482
2.831533264443259,27.47040035062535,7104.811110003643
2.8005753331562033,27.035385507384245,7093.333890161134
2.768645408624612,26.596017497284222,7081.207217748718
2.7356742207538747,26.152070771161284,7068.364162736247
2.701584423365593,25.703298495345848,7054.7277032269385
2.666289259885248,25.24942954864385,7040.208684996939
2.629690938179288,24.79016494345474,7024.703254593547
2.591678634411513,24.325173528814446,7008.089598086171
2.5521260186626957,23.854086789444302,6990.223752780143
2.51088815686804,23.376492494853217,6970.934164643859
2.467797589011758,22.891926868875917,6950.0145237413935
2.4226593040598328,22.3998648315915,6927.214197281148
2.3752442143032106,21.89970769496144,6902.225250958594
2.3252805534228718,21.390767443033756,6874.664528469673
2.2724423461922325,20.87224635186489,6844.0484126399515
2.2163336581117647,20.34321012728728,6809.756475023972
2.156466613195606,19.80255182842583,6770.977770180193
2.0922299486799196,19.248942364913873,6726.629128320328
2.022842729811242,18.680760864904908,6675.226540525036
1.9472839018722674,18.09599384838496,6614.674433918749
1.8641807133656652,17.492084136732412,6541.903512456238
1.771623299471241,16.865694921353224,6452.211140140842
1.6668377787729178,16.212322338750937,6337.970265190395
1.5455652757252942,15.525618110257831,6185.859717438714
1.4007626369096045,14.79610688937589,5970.15994462596
1.2195090414194238,14.008493383374613,5633.597724961898
0.9742278546347626,13.135227508892614,5017.877428095181
0.5924049114482852,12.1197587605999,3514.3395026114804
0.05732953652615579,11.107272600950958,3.0360503771674616
0.05736283846524009,11.107300985770893,2.7824981334530094
0.057396168819068664,11.107329386700856,2.528730616269116
0.057429527610893656,11.107357803754056,2.274747651968589
0.05746291486398307,11.10738623694376,2.020549066791757
0.05749633060162195,11.107414686283207,1.7661346868589787
0.0575297748471116,11.107443151785695,1.5115043381752602
0.05756324762377023,11.107471633464511,1.256657846626335
0.057596748954932456,11.107500131332912,1.0015950379828011
0.05763027886394939,11.107528645404276,0.7463157378974193
0.05766383737418904,11.10755717569185,0.49081977190539317
0.05769742450903585,11.107585722209015,0.23510696542444823
0.057730988162089374,11.107614255362021,0.02042616348836253
0.05776398070455328,11.10764246412472,0.2716123347833196
0.0577970014058697,11.107670688850925,0.5230118302969959
0.057830050289103214,11.1076989295538,0.7746248222850265
0.05786312737733426,11.107727186246482,1.026451483114335
0.05789623269366013,11.10775545894213,1.2784919852714252
0.05792936626119477,11.107783747653935,1.530746501360826
0.057962528103068324,11.107812052395058,1.7832152041008125
0.05799571824242772,11.107840373178691,2.0358982663286618
0.058028936702436286,11.107868710017986,2.2887958609968826
0.05806218350627375,11.10789706292618,2.5419081611746437
0.058095458677136634,11.107925431916449,2.7952353400489383
0.058128762238237784,11.107953817002064,3.0487775709230887
0.058162094212806735,11.107982218196256,3.3025350272174316
0.05819545462408948,11.108010635512253,3.556507882468614
0.05822884349534835,11.108039068963322,3.810696310328494
0.05826226084986278,11.10806751856273,4.065100484569987
0.05829570671092839,11.108095984323695,4.319720579079187
0.05832918110185744,11.10812446625957,4.574556767861101
0.05836268404597874,11.10815296438357,4.829609225035684
0.058396215566637745,11.108181478709026,5.08487812484153
0.058429775687196484,11.10821000924928,5.3403636416341165
0.058463364431033366,11.108238556017623,5.59606594988352
0.05697637254583886,11.105671361120038,5.741882962975333
0.0570093724594142,11.105699575067769,5.490619039436478
0.057042400540433344,11.105727804984639,5.239141689679488
0.0570754568119716,11.105756050883773,4.9874507413074145
0.057108541297120494,11.105784312778319,4.735546021808151
0.05714165401898823,11.105812590681452,4.483427358551589
0.05717479500069947,11.10584088460632,4.231094578791656
0.057207964265395324,11.10586919456615,3.9785475096648084
0.057241161836233616,11.105897520574086,3.7257859781907876
0.05727438773638879,11.105925862643366,3.472809811270546
0.05730764198905161,11.105954220787183,3.2196188356904387
0.057340924617429255,11.10598259501874,2.9662128781208845
0.057374235644745857,11.106010985351293,2.712591765111822
0.05740757509424199,11.106039391798062,2.458755323097497
0.057440942989174446,11.106067814372318,2.2047033783973946
0.057474339352816935,11.106096253087266,1.9504357572122906
0.05750776420845956,11.106124707956255,1.6959522856254063
0.05754121757940928,11.106153178992532,1.4412527896024352
0.057574699488989245,11.106181666209325,1.1863370949951957
0.05760820996053957,11.106210169620017,0.9312050275337949
0.05764174901741675,11.10623868923788,0.6758564128343698
0.0576753166829939,11.106267225076241,0.42029107639511026
0.05770891298066076,11.10629577714845,0.16450884359693405
0.05774230593021865,11.106324213701495,0.08972498186185417
0.05777530750350308,11.106352427943825,0.34097958399483014
0.057808337243035274,11.106380658153862,0.5924475655867105
0.05784139517188463,11.106408904344752,0.8441290989264898
0.057874481313137285,11.106437166529677,1.0960243564223031
0.05790759568989575,11.106465444721815,1.3481335105976313
0.05794073832527919,11.106493738934311,1.600456734093235
0.05797390924242299,11.106522049180363,1.8529941996647483
